1	0.0029	0.0052	0.0003	0.0011
1001	1.4255	5.00941	0.2928	2.5081
2001	1.7111	4.8508	0.2802	2.7052
3001	2.7326	5.5491	0.3233	3.2306
4001	2.8915	5.6813	0.3328	3.3182
5001	3.0531	5.1225	0.3144	3.0393
6001	3.3629	5.3157	0.316999	3.1651
7001	3.0808	4.6453	0.2845	2.8495
8001	3.5228	4.8871	0.2963	3.0113
9001	4.1922	5.0305	0.3131	3.1178
10001	5.6205	6.3764	0.391698	3.9501
11001	4.223	4.6136	0.360098	2.9419
12001	4.1226	4.629	0.2918	2.9731
13001	4.3111	4.6697	0.2904	2.9756
14001	4.74461	4.7072	0.2966	3.0813
15001	4.693	4.7427	0.2957	3.0227
16001	4.8611	4.4188	0.295	2.9052
17001	6.56	5.7274	0.374899	3.7107
18001	5.19451	4.56809	0.3017	3.0579
19001	5.3609	4.6398	0.3023	3.1021
20001	5.8823	4.6666	0.3065	3.1222
21001	6.061	4.4945	0.2978	3.0677
22001	6.2214	4.6357	0.307499	3.1377
23001	6.0634	4.4516	0.2983	3.0872
24001	5.89829	4.4166	0.2995	2.9459
25001	6.1538	4.4169	0.2984	3.0093
26001	6.70081	4.5224	0.31	3.1194
27001	7.1484	4.6501	0.3208	3.2377
28001	7.129	4.8331	0.326899	3.3598
29001	7.4337	4.696	0.323699	3.3158
30001	7.172	4.4778	0.310699	3.1768
31001	6.7976	4.3344	0.309799	3.0408
32001	7.052	4.3519	0.318699	3.082
33001	7.53471	4.5119	0.321599	3.1895
34001	7.4977	4.3684	0.318199	3.1239
35001	7.6014	4.3393	0.317199	3.1163
36001	7.4407	4.3368	0.317399	3.093
37001	10.5823	5.9414	0.4456	4.2194
38001	7.7216	4.5657	0.323699	3.2393
39001	8.2637	4.3915	0.324899	3.226
40001	7.96611	4.3569	0.318199	3.1711
41001	8.53811	4.4475	0.339998	3.2765
42001	9.11031	4.8957	0.358098	3.5605
43001	8.0808	4.2946	0.333498	3.151
44001	8.2266	4.3535	0.321499	3.1318
45001	8.21489	4.1971	0.318599	3.0685
46001	8.09779	4.1618	0.320699	3.0157
47001	8.58109	4.0811	0.315999	3.0206
48001	8.6098	4.2125	0.318499	3.0943
49001	8.5864	4.2517	0.320599	3.1478
50001	8.4951	4.2409	0.319999	3.1559
51001	9.376	4.5398	0.340598	3.4054
52001	9.7267	4.57051	0.347298	3.567
53001	9.46281	4.4372	0.327799	3.3751
54001	9.27981	4.4958	0.333198	3.3779
55001	9.38509	4.5124	0.337298	3.3893
56001	8.7318	4.2461	0.326899	3.154
57001	9.16301	4.2366	0.327598	3.1908
58001	8.94249	4.2241	0.323599	3.1082
59001	9.0627	4.212	0.328798	3.1757
60001	9.2416	4.2865	0.330698	3.2137
61001	11.101	4.9488	0.400501	3.751
62001	10.7161	4.7537	0.368097	3.6035
63001	9.632	4.4258	0.335298	3.3593
64001	9.3698	4.2464	0.326299	3.2132
65001	9.33709	4.1257	0.325599	3.1132
66001	9.4941	4.2223	0.325798	3.1984
67001	9.38921	4.2002	0.329698	3.1934
68001	9.82371	4.2516	0.333598	3.2444
69001	9.8383	4.2767	0.336498	3.31
70001	9.5659	4.1835	0.331398	3.1996
71001	9.7234	4.2425	0.326498	3.2129
72001	11.6708	4.9112	0.400096	3.7259
73001	9.9021	4.3471	0.337098	3.3762
74001	9.8427	4.1388	0.328698	3.2092
75001	9.55619	4.0949	0.330298	3.1298
76001	9.80138	4.194	0.335798	3.2223
77001	9.7566	4.2072	0.331098	3.2325
78001	9.8734	4.2027	0.345298	3.2238
79001	9.81381	4.153	0.329498	3.2228
80001	9.89029	4.0633	0.326998	3.1055
81001	9.96849	4.204	0.330498	3.2636
82001	9.90799	4.1362	0.327498	3.2067
83001	11.41	4.8739	0.374098	3.8034
84001	10.8452	4.5489	0.350498	3.5593
85001	10.4194	4.3882	0.335998	3.4176
86001	10.5421	4.2952	0.342798	3.3191
87001	10.0096	4.0807	0.325399	3.1566
88001	10.1331	4.018	0.325999	3.1193
89001	9.93111	4.0958	0.325699	3.1687
90001	10.1169	4.0311	0.325399	3.1279
91001	10.054	4.1567	0.323099	3.2304
92001	10.3019	4.2147	0.329398	3.2759
93001	10.7122	4.3738	0.344699	3.3517
94001	10.6686	4.3969	0.344798	3.4641
95001	10.2626	4.2847	0.337898	3.3613
96001	10.1256	4.1091	0.328798	3.2079
97001	10.0472	4.0205	0.328298	3.1005
98001	10.2551	4.1196	0.333398	3.2466
99001	10.1915	4.1459	0.334498	3.224
100001	10.2285	4.1232	0.329998	3.2402
101001	10.7129	4.2834	0.3349	3.34
102001	10.6464	4.3019	0.340198	3.3901
103001	12.4096	4.8842	0.386196	3.8822
104001	10.4358	4.1708	0.329599	3.2702
105001	10.7881	4.3975	0.339698	3.4236
106001	10.1863	4.0602	0.323399	3.2043
107001	10.2602	4.0337	0.322299	3.164
108001	10.3641	4.0939	0.326898	3.2125
109001	10.5872	4.2613	0.334498	3.361
110001	11.7479	4.6772	0.374597	3.7249
111001	11.2861	4.6316	0.360699	3.6562
112001	10.6551	4.3155	0.331298	3.4127
113001	10.4686	4.1557	0.327199	3.2693
114001	10.5208	4.1271	0.323899	3.2857
115001	10.4187	4.1626	0.326598	3.2602
116001	10.3262	4.0306	0.323899	3.125
117001	10.2913	4.0559	0.325999	3.1446
118001	10.6491	4.2264	0.333498	3.3331
119001	10.5241	4.1413	0.327598	3.2641
120001	10.8463	4.2596	0.344599	3.342
121001	13.7951	5.5292	0.442199	4.4847
122001	10.4994	4.124	0.328398	3.2984
123001	10.2767	3.9945	0.326599	3.1613
124001	10.3632	3.9964	0.328398	3.1228
125001	10.6386	4.1411	0.328898	3.2908
126001	10.5296	4.1413	0.328999	3.2639
127001	10.6201	4.1806	0.328499	3.3185
128001	10.4121	4.0606	0.324499	3.2002
129001	10.4265	4.059	0.323899	3.2057
130001	10.2803	3.9985	0.325898	3.1152
131001	10.6409	4.1241	0.321299	3.246
132001	11.2196	4.3924	0.346499	3.4588
133001	11.2588	4.4439	0.351298	3.6028
134001	11.2566	4.4135	0.351197	3.523
135001	10.4224	4.0494	0.323099	3.2067
136001	10.3421	4.0147	0.322299	3.1458
137001	10.3893	4.0014	0.321399	3.1507
138001	10.4599	4.0704	0.324998	3.1944
139001	10.3066	3.9948	0.325399	3.1437
140001	10.4346	3.9665	0.327798	3.1008
141001	10.422	4.0166	0.317999	3.1297
142001	10.4238	4.0251	0.318099	3.1544
143001	10.6022	4.0957	0.324998	3.2292
144001	10.4715	4.0203	0.326498	3.1945
145001	10.4893	3.9889	0.322899	3.1462
146001	10.407	3.9784	0.325399	3.1247
147001	10.3817	3.9743	0.322399	3.1204
148001	10.6107	4.0871	0.330199	3.2281
149001	10.5857	4.0603	0.328199	3.2376
150001	11.2228	4.2869	0.349998	3.3625
151001	10.5357	3.9963	0.317699	3.1513
152001	10.4941	4.0475	0.316799	3.1843
153001	10.6985	4.1134	0.324099	3.2506
154001	10.536	4.0172	0.329499	3.1787
155001	10.4938	4.0432	0.326698	3.2113
156001	10.4791	3.9639	0.322899	3.1277
157001	10.4288	3.9375	0.320099	3.1083
158001	10.5746	4.0326	0.323299	3.1959
159001	10.4979	4.037	0.322499	3.203
