0	10.1
100	82.9
200	127.5
300	82
400	71.9
500	150.6
600	166.9
700	388.5
800	172.9
900	218.9
1000	194.9
1100	215.9
1200	215.7
1300	134.3
1400	198.4
1500	141.2
1600	160.2
1700	252.6
1800	206.8
1900	419.6
2000	451.8
2100	252.6
2200	192.8
2300	187.4
2400	256.7
2500	157.4
2600	149.1
2700	138.9
2800	216.7
2900	161.7
3000	146.1
3100	246.6
3200	241
3300	471.4
3400	348
3500	197.8
3600	163.5
3700	245.5
3800	216.6
3900	235.3
4000	222.9
4100	253.9
4200	255.9
4300	395.2
4400	353.1
4500	615.1
4600	580
4700	437.7
4800	423.2
4900	492
5000	416.5
5100	238.8
5200	193
5300	217.4
5400	300.6
5500	773.3
5600	308.5
5700	285.8
5800	366.8
5900	175.2
6000	253.8
6100	295.7
6200	232.5
6300	248.4
6400	366.7
6500	317.3
6600	285.3
6700	511.3
6800	302.7
6900	282.4
7000	298.4
7100	286.5
7200	361.5
7300	261.6
7400	317.3
7500	352.5
7600	286.2
7700	272
7800	290.6
7900	431.1
8000	657.5
8100	500.5
8200	242.6
8300	435.4
8400	378.3
8500	422.7
8600	384.7
8700	290.3
8800	280.3
8900	262.9
9000	352.4
9100	672.8
9200	558
9300	297.5
9400	385.6
9500	489.5
9600	468.9
9700	373.4
9800	310.8
9900	435.7
10000	286.5
10100	563.9
10200	807
10300	479.2
10400	350.2
10500	366.7
10600	321.1
10700	377.5
10800	383.2
10900	334.1
11000	521.6
11100	478.7
11200	407.2
11300	421.8
11400	411.8
11500	332.1
11600	284.6
11700	381.8
11800	440.8
11900	339.6
12000	410.3
12100	342.8
12200	405.5
12300	291.2
12400	390
12500	657.5
12600	362.3
12700	364.3
12800	385.9
12900	412.3
13000	491.6
13100	405.9
13200	478.7
13300	485.4
13400	507.5
13500	378.6
13600	572.6
13700	425.3
13800	537.6
13900	452.8
14000	490.5
14100	415.1
14200	415.8
14300	406.4
14400	405.9
14500	462.8
14600	337.7
14700	444.3
14800	527.3
14900	389.7
15000	533.7
15100	553.7
15200	532.6
15300	496.1
15400	420.8
15500	495.2
15600	383.8
15700	517.9
15800	503.9
15900	475.2
16000	523.1
16100	460.3
16200	468.5
16300	553.3
16400	478.7
16500	422.9
16600	543.4
16700	467.5
16800	535.5
16900	467.4
17000	543.6
17100	507.1
17200	450.9
17300	458.1
17400	456.9
17500	458.9
17600	492.7
17700	537.3
17800	389.5
17900	504.8
18000	484.8
18100	656.9
18200	613.5
18300	565.7
18400	554.5
18500	540.5
18600	602.6
18700	443.3
18800	517.4
18900	408.1
19000	504.7
19100	528.5
19200	586.2
19300	719.9
19400	520.7
19500	761.9
19600	474
19700	526.2
19800	740.9
19900	675.5
20000	716.8
20100	612.9
20200	647.7
20300	614
20400	669.2
20500	595.3
20600	610.6
20700	617.7
20800	593.9
20900	640
21000	549
21100	673.1
21200	663.4
21300	718.7
21400	629.5
21500	586.4
21600	631.3
21700	576.7
21800	568.5
21900	600.2
22000	549.4
22100	502.3
22200	884.3
22300	598.6
22400	522.4
22500	539.7
22600	559.9
22700	506.2
22800	592.2
22900	810.1
23000	491.5
23100	563.7
23200	700.4
23300	592.5
23400	665
23500	610.8
23600	558
23700	526.2
23800	645.9
23900	661.2
24000	628.5
24100	588.3
24200	601.2
24300	723.7
24400	643.2
24500	675.9
24600	658.6
24700	764.1
24800	520.5
24900	500
25000	542.2
25100	819.8
25200	648.3
25300	810.4
25400	595.8
25500	559.8
25600	818.4
25700	692.1
25800	634
25900	629.9
26000	571.6
26100	639.7
26200	808.4
26300	865.9
26400	665.2
26500	558.4
26600	655.3
26700	598.7
26800	590.5
26900	582
27000	683.5
27100	619.3
27200	518.7
27300	912.7
27400	1052.2
27500	1248.1
27600	1109.7
27700	816.9
27800	623.2
27900	633.8
28000	617.9
28100	840
28200	606.6
28300	617.9
28400	707.9
28500	625.2
28600	624.5
28700	630.2
28800	661.8
28900	599
29000	752
29100	1072.7
29200	585.3
29300	576.3
29400	594.9
29500	827.4
29600	672.2
29700	632.5
29800	617.4
29900	738.6
30000	1002.6
30100	710.4
30200	600
30300	670.8
30400	580
30500	533.2
30600	607.2
30700	622.5
30800	673
30900	735.8
31000	880.4
31100	720.7
31200	622.2
31300	598.5
31400	679
31500	585.9
31600	1049.1
31700	676
31800	937.2
31900	922.2
32000	702.5
32100	1056.6
32200	706.9
32300	780
32400	848.7
32500	897
32600	744.6
32700	1064.7
32800	763.8
32900	806.4
33000	687.3
33100	889.7
33200	597.8
33300	654.7
33400	802.8
33500	719.4
33600	1052.1
33700	781
33800	729.5
33900	901.8
34000	754.4
34100	846.1
34200	837.4
34300	700.7
34400	1094.2
34500	878.5
34600	787.7
34700	764.9
34800	901.8
34900	997.3
35000	697.5
35100	919.2
35200	1041.4
35300	865.7
35400	843.6
35500	906.7
35600	772.1
35700	853.4
35800	820.4
35900	689.9
36000	717.4
36100	1083.1
36200	762.5
36300	711.2
36400	819.6
36500	747.9
36600	805.7
36700	745.3
36800	714.2
36900	687.7
37000	955.9
37100	869.6
37200	881.4
37300	734.2
37400	685.9
37500	762
37600	791.6
37700	791.9
37800	686.3
37900	1262.2
38000	967.8
38100	892.3
38200	854
38300	762.9
38400	816.4
38500	824
38600	830.1
38700	916.1
38800	767.2
38900	667.4
39000	764.3
39100	777.1
39200	681.1
39300	700
39400	745.9
39500	606
39600	835.4
39700	1103.7
39800	785.8
39900	875.4
40000	751.1
40100	1033.6
40200	855.9
40300	684.6
40400	721.8
40500	927.8
40600	950.1
40700	971.7
40800	596.8
40900	796.1
41000	696.6
41100	938.5
41200	778.4
41300	812
41400	974
41500	958.4
41600	832.3
41700	774.5
41800	833
41900	715.6
42000	738.5
42100	942.5
42200	809.7
42300	1005.4
42400	857.3
42500	940
42600	742.8
42700	1020.6
42800	727.3
42900	815.5
43000	671
